DrugBank ID,Smiles,Name,Predicted negative probability,Predicted positive probability,Predicted classification
DB00900,O1[C@@H](CC[C@@H]1n1c2NC=NC(=O)c2nc1)CO,Didanosine,9.63E-01,3.66E-02,0
DB00899,O(C(=O)C1(N(C(=O)CC)c2ccccc2)CCN(CC1)CCC(OC)=O)C,Remifentanil,8.97E-01,1.03E-01,0
DB00898,OCC,Ethanol,9.70E-01,2.96E-02,0
DB00897,Clc1ccccc1C1=NCc2n(-c3c1cc(Cl)cc3)c(nn2)C,Triazolam,7.26E-01,2.74E-01,0
DB00896,O=C1C=C2CCC3C([C@]2(C=C1)C)[C@@H](O)C[C@]1(C3C[C@@H](C)[C@@]1(C(=O)CC)C)C,Rimexolone,7.90E-01,2.10E-01,0
DB00894,O1[C@@]2([C@H]([C@H]3[C@H](CC2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CCC1=O)C,Testolactone,9.29E-01,7.07E-02,0
DB00892,O(CCCC)c1cc(ccc1N)C(OCCN(CC)CC)=O,Oxybuprocaine,1.89E-01,8.11E-01,1
DB00891,S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,Sulfapyridine,9.96E-01,3.87E-03,0
DB00890,Oc1ccc(cc1)C(C(=CC)c1ccc(O)cc1)=CC,Dienestrol,9.38E-01,6.23E-02,0
DB00889,O=C(NC1CC2N(C(C1)CCC2)C)c1nn(c2c1cccc2)C,Granisetron,4.70E-01,5.30E-01,1
DB00888,ClCCN(CCCl)C,Mechlorethamine,9.77E-01,2.27E-02,0
DB00887,S(=O)(=O)(N)c1cc(cc(NCCCC)c1Oc1ccccc1)C(O)=O,Bumetanide,6.49E-01,3.51E-01,0
DB00885,O=C1N2C(=NC=C1c1nn[nH]n1)C(=CC=C2)C,Pemirolast,1.00E+00,3.07E-04,0
DB00884,P(O)(O)(=O)C(P(O)(O)=O)(O)Cc1cccnc1,Risedronate,1.00E+00,4.67E-04,0
DB00883,O1[C@H]2[C@H](OC[C@@H]2O[N+](=O)[O-])[C@H](O[N+](=O)[O-])C1,Isosorbide Dinitrate,9.91E-01,9.17E-03,0
DB00882,ClC(=C(c1ccc(OCCN(CC)CC)cc1)c1ccccc1)c1ccccc1,Clomifene,3.56E-03,9.96E-01,1
DB00881,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C)CCc1ccccc1,Quinapril,8.46E-01,1.54E-01,0
DB00880,Clc1cc2NC=NS(=O)(=O)c2cc1S(=O)(=O)N,Chlorothiazide,9.97E-01,2.76E-03,0
DB00879,S1C[C@H](O[C@H]1CO)N1C=C(F)C(=NC1=O)N,Emtricitabine,9.77E-01,2.32E-02,0
DB00878,Clc1ccc(NC(NC(NCCCCCCNC(NC(Nc2ccc(Cl)cc2)=N)=N)=N)=N)cc1,Chlorhexidine,7.55E-01,2.45E-01,0
DB00877,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@H](C[C@H]1C[C@@H](OC)[C@H](O)CC1)C,Sirolimus,3.69E-01,6.31E-01,1
DB00876,s1cccc1C\C(=C/c1n(Cc2ccc(cc2)C(O)=O)c(nc1)CCCC)\C(O)=O,Eprosartan,6.84E-01,3.16E-01,0
DB00875,S1C2C(C=C(C=C2)C(F)(F)F)C(c2c1cccc2)=CCCN1CCN(CC1)CCO,Flupentixol,9.93E-03,9.90E-01,1
DB00874,O(CC(O)CO)c1ccccc1OC,Guaifenesin,9.90E-01,1.01E-02,0
DB00873,ClCOC(=O)[C@@]1(O)CC[C@H]2[C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)CC3)C)[C@@H](O)C[C@]12C,Loteprednol,9.53E-01,4.67E-02,0
DB00872,O=C(N1CCc2[nH]c(nc2-c2c1cccc2)C)c1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1,Conivaptan,2.29E-01,7.71E-01,1
DB00871,Oc1cc(cc(O)c1)C(O)CNC(C)(C)C,Terbutaline,9.86E-01,1.45E-02,0
DB00870,s1cccc1C(=O)c1ccc(cc1)C(C(O)=O)C,Suprofen,9.95E-01,4.64E-03,0
DB00869,s1c2S(=O)(=O)[C@H](C[C@H](NCC)c2cc1S(=O)(=O)N)C,Dorzolamide,9.70E-01,3.02E-02,0
DB00868,O(C(=O)c1ccc(NCCCC)cc1)CCOCCOCCOCCOCCOCCOCCOCCOCCOC,Benzonatate,3.59E-01,6.41E-01,1
DB00867,Oc1ccc(cc1)CCN[C@H]([C@H](O)c1ccc(O)cc1)C,Ritodrine,7.89E-01,2.11E-01,0
DB00866,O(CC(O)CNC(C)C)c1ccccc1CC=C,Alprenolol,7.83E-01,2.17E-01,0
DB00865,N([C@H](Cc1ccccc1)C)(Cc1ccccc1)C,Benzphetamine,1.19E-01,8.81E-01,1
DB00864,O1[C@H](/C(=C/[C@H]2C[C@@H](OC)[C@H](O)CC2)/C)[C@H](C)[C@@H](O)CC(=O)[C@@H](\C=C(\C[C@@H](C[C@H](OC)[C@H]2O[C@](O)([C@@H](C[C@@H]2OC)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)/C)CC=C,Tacrolimus,8.10E-01,1.90E-01,0
DB00863,S(Cc1oc(cc1)CN(C)C)CCN\C(\NC)=C\[N+](=O)[O-],Ranitidine,3.55E-02,9.65E-01,1
DB00862,S(=O)(=O)(N1CCN(CC1)CC)c1cc(C2=NC(=O)c3n(N2)c(nc3C)CCC)c(OCC)cc1,Vardenafil,3.36E-01,6.64E-01,1
DB00861,Fc1cc(F)ccc1-c1cc(C(O)=O)c(O)cc1,Diflunisal,9.98E-01,2.42E-03,0
DB00860,O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)CO)C,Prednisolone,9.93E-01,7.50E-03,0
DB00859,SC([C@@H](N)C(O)=O)(C)C,Penicillamine,9.96E-01,3.78E-03,0
DB00858,O=C1C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3[C@]2(C[C@H]1C)C)C,Drostanolone,7.99E-01,2.01E-01,0
DB00857,N(Cc1c2c(ccc1)cccc2)(C\C=C\C#CC(C)(C)C)C,Terbinafine,7.36E-03,9.93E-01,1
DB00856,Clc1ccc(OCC(O)CO)cc1,Chlorphenesin,9.87E-01,1.25E-02,0
DB00855,OC(=O)CCC(=O)CN,Aminolevulinic acid,1.00E+00,1.93E-04,0
DB00854,Oc1cc2[C@@]34[C@H]([C@H](N(CC3)C)Cc2cc1)CCCC4,Levorphanol,7.28E-01,2.72E-01,0
DB00853,O=C1n2c(N=NN1C)c(nc2)C(=O)N,Temozolomide,9.98E-01,1.90E-03,0
DB00852,O[C@H]([C@@H](NC)C)c1ccccc1,Pseudoephedrine,9.75E-01,2.55E-02,0
DB00851,O=C(N)c1nc[nH]c1N=NN(C)C,Dacarbazine,9.92E-01,8.15E-03,0
DB00850,Clc1cc2N(c3c(Sc2cc1)cccc3)CCCN1CCN(CC1)CCO,Perphenazine,5.39E-03,9.95E-01,1
DB00849,O=C1N(C)C(=O)NC(=O)C1(CC)c1ccccc1,Methylphenobarbital,9.98E-01,2.17E-03,0
DB00847,SCCN,Cysteamine,9.52E-01,4.79E-02,0
DB00846,F[C@@H]1C2=CC(=O)CC[C@@]2([C@@H]2[C@H]([C@@H]3C[C@H]4OC(O[C@@]4(C(=O)CO)[C@]3(C[C@@H]2O)C)(C)C)C1)C,Flurandrenolide,9.67E-01,3.35E-02,0
DB00845,Clc1ccc(N2C3=CC(=NC(C)C)C(Nc4ccc(Cl)cc4)=CC3=Nc3c2cccc3)cc1,Clofazimine,1.32E-02,9.87E-01,1
DB00844,O1[C@@H]2[C@]34CCN([C@H](Cc5c3c1c(O)cc5)[C@]4(O)CC[C@@H]2O)CC1CCC1,Nalbuphine,8.34E-01,1.66E-01,0
DB00843,O(C)c1cc2c(CC(CC3CCN(CC3)Cc3ccccc3)C2=O)cc1OC,Donepezil,2.79E-02,9.72E-01,1
DB00842,Clc1cc2c(NC(=O)C(O)N=C2c2ccccc2)cc1,Oxazepam,9.31E-01,6.91E-02,0
DB00841,Oc1cc(ccc1O)CCNC(CCc1ccc(O)cc1)C,Dobutamine,5.47E-01,4.53E-01,0
DB00839,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)C,Tolazamide,9.46E-01,5.44E-02,0
DB00838,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@H](C(=O)CO)[C@]3(C[C@@H]1O)C)C[C@H](F)C1=CC(=O)C=C[C@@]12C,Clocortolone,9.78E-01,2.19E-02,0
DB00837,Clc1ccc(cc1)/C(/NCCCC(=O)N)=C\1/C=C(F)C=CC/1=O,Progabide,6.80E-01,3.20E-01,0
DB00836,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,Loperamide,3.28E-02,9.67E-01,1
DB00835,Brc1ccc(cc1)C(CCN(C)C)c1ncccc1,Brompheniramine,5.02E-01,4.98E-01,0
DB00834,O=C1CCC2=C3[C@H]([C@@H]4CC[C@@](O)(C#CC)[C@]4(C[C@@H]3c3ccc(N(C)C)cc3)C)CCC2=C1,Mifepristone,2.77E-02,9.72E-01,1
DB00833,ClC=1CS[C@H]2N(C=1C(O)=O)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1,Cefaclor,9.89E-01,1.07E-02,0
DB00832,O=C1N(C)C(=O)CC1c1ccccc1,Phensuximide,9.98E-01,1.56E-03,0
DB00831,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C)cc(cc2)C(F)(F)F,Trifluoperazine,1.11E-03,9.99E-01,1
DB00830,O1CCNC(C)C1c1ccccc1,Phenmetrazine,8.55E-01,1.45E-01,0
DB00829,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,Diazepam,8.58E-01,1.42E-01,0
DB00828,P(O)(O)(=O)[C@H]1O[C@H]1C,Fosfomycin,9.98E-01,1.71E-03,0
DB00827,O1c2c(OC1)cc1N(N=C(C(O)=O)C(=O)c1c2)CC,Cinoxacin,9.97E-01,3.35E-03,0
DB00826,O1[C@H](C)[C@@H](O)[C@H](N)[C@H](O)C1O[C@H]1\C=C\C=C\C=C\C=C\C[C@H](OC(=O)\C=C\[C@H]2O[C@@H]2C[C@H](O)C[C@]2(O[C@@H](C1)[C@H](C(O)=O)[C@@H](O)C2)O)C,Natamycin,9.20E-01,8.03E-02,0
DB00825,O[C@@H]1C[C@@H](CC[C@H]1C(C)C)C,Menthol,9.47E-01,5.28E-02,0
DB00824,O=C1NC(=O)N(c2nc[nH]c12)CCC,Enprofylline,9.86E-01,1.44E-02,0
DB00823,O(C(=O)C)[C@]1(CC[C@H]2[C@H]3[C@@H]([C@@H]4C(=C[C@@H](OC(=O)C)CC4)CC3)CC[C@]12C)C#C,Ethynodiol,8.89E-01,1.11E-01,0
DB00822,S(SC(=S)N(CC)CC)C(=S)N(CC)CC,Disulfiram,8.57E-01,1.43E-01,0
DB00821,Clc1cc2c3c([nH]c2cc1)cc(cc3)C(C(O)=O)C,Carprofen,9.37E-01,6.28E-02,0
DB00820,O1c2cc(ccc2OC1)[C@H]1N2[C@H](Cc3c1[nH]c1c3cccc1)C(=O)N(CC2=O)C,Tadalafil,6.58E-01,3.42E-01,0
DB00819,s1c(nnc1S(=O)(=O)N)NC(=O)C,Acetazolamide,9.98E-01,1.53E-03,0
DB00818,Oc1c(cccc1C(C)C)C(C)C,Propofol,9.51E-01,4.93E-02,0
DB00817,O=C1c2c(N(C=C1C(O)=O)CC)cc(cc2)-c1ccncc1,Rosoxacin,9.84E-01,1.59E-02,0
DB00816,Oc1cc(cc(O)c1)C(O)CNC(C)C,Orciprenaline,9.89E-01,1.07E-02,0
DB00815,S(OCCCCCCCCCCCC)(=O)(=O)[O-].[Na+],Sodium lauryl sulfate,9.98E-01,1.63E-03,0
DB00814,s1c(cnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C)C,Meloxicam,9.76E-01,2.39E-02,0
DB00813,O=C(N(C1CCN(CC1)CCc1ccccc1)c1ccccc1)CC,Fentanyl,1.91E-02,9.81E-01,1
DB00812,O=C1N(N(C(=O)C1CCCC)c1ccccc1)c1ccccc1,Phenylbutazone,8.97E-01,1.03E-01,0
DB00811,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1nc(nc1)C(=O)N,Ribavirin,9.96E-01,3.82E-03,0
DB00810,OC(CCN1CCCCC1)(C1C2CC(C1)C=C2)c1ccccc1,Biperiden,5.57E-02,9.44E-01,1
DB00809,OCC(C(=O)N(Cc1ccncc1)CC)c1ccccc1,Tropicamide,9.38E-01,6.23E-02,0
DB00808,Clc1ccc(cc1S(=O)(=O)N)C(=O)NN1c2c(CC1C)cccc2,Indapamide,6.36E-01,3.64E-01,0
DB00807,O(CCC)c1ccc(cc1N)C(OCCN(CC)CC)=O,Proparacaine,4.78E-01,5.22E-01,1
DB00806,O=C1N(CCCCC(=O)C)C(=O)N(c2ncn(c12)C)C,Pentoxifylline,9.81E-01,1.91E-02,0
DB00805,O1CCN(CC1)CCNc1nnc(cc1C)-c1ccccc1,Minaprine,1.33E-01,8.67E-01,1
DB00804,O(C(=O)C1(CCCCC1)C1CCCCC1)CCN(CC)CC,Dicyclomine,1.12E-01,8.88E-01,1
DB00803,O=C1N[C@@H](CC(C)C)C(=O)N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC(CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]1CC(C)C,Colistin,4.15E-02,9.59E-01,1
DB00802,O=C1N(N=NN1CC)CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC,Alfentanil,3.96E-01,6.04E-01,1
DB00801,Clc1cc2c(N(CC(F)(F)F)C(=O)CN=C2c2ccccc2)cc1,Halazepam,6.96E-01,3.04E-01,0
DB00800,Clc1c2c(cc(O)c1O)C(CNCC2)c1ccc(O)cc1,Fenoldopam,8.61E-01,1.39E-01,0
DB00799,S1CCC(c2cc(ccc12)C#Cc1ncc(cc1)C(OCC)=O)(C)C,Tazarotene,3.43E-01,6.57E-01,1
DB00798,O1C(OC2C(O)C(OC3OCC(O)(C)C(NC)C3O)C(N)CC2N)C(N)CCC1C(NC)C,Gentamicin,9.80E-01,1.96E-02,0
DB00797,N1CCN=C1Cc1ccccc1,Tolazoline,7.02E-01,2.98E-01,0
DB00796,O(CC)c1nc2c(n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)c(ccc2)C(O)=O,Candesartan,6.64E-01,3.36E-01,0
DB00795,S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(C(O)=O)c(O)cc2)cc1,Sulfasalazine,8.26E-01,1.74E-01,0
DB00794,O=C1NCNC(=O)C1(CC)c1ccccc1,Primidone,9.97E-01,2.97E-03,0
DB00793,IC#CCOc1cc(Cl)c(Cl)cc1Cl,Haloprogin,3.94E-01,6.06E-01,1
DB00792,n1ccccc1N(Cc1ccccc1)CCN(C)C,Tripelennamine,4.06E-02,9.59E-01,1
DB00791,ClCCN(CCCl)C1=CNC(=O)NC1=O,Uracil mustard,9.80E-01,2.01E-02,0
DB00790,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C)CCC,Perindopril,9.94E-01,6.19E-03,0
DB00789,[Gd+3].OC(=O)CN(CCN(CCN(CC(=O)[O-])CC(O)=O)CC(=O)[O-])CC(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC,Gadopentetate dimeglumine,4.38E-07,1.00E+00,1
DB00788,O(C)c1cc2c(cc(cc2)[C@@H](C(O)=O)C)cc1,Naproxen,9.81E-01,1.94E-02,0
DB00787,O=C1N=C(Nc2n(cnc12)COCCO)N,Aciclovir,9.63E-01,3.75E-02,0
DB00786,O=C(N[C@@H](C(C)(C)C)C(=O)NC)[C@@H]([C@H](O)C(=O)NO)CC(C)C,Marimastat,9.99E-01,7.79E-04,0
DB00784,OC(=O)c1ccccc1Nc1cccc(C)c1C,Mefenamic acid,9.74E-01,2.55E-02,0
DB00783,Oc1cc2CC[C@H]3[C@@H]4CC[C@H](O)[C@]4(CC[C@@H]3c2cc1)C,Estradiol,7.54E-01,2.46E-01,0
DB00782,O1c2c(cccc2)C(c2c1cccc2)C(OCC[N+](C(C)C)(C(C)C)C)=O,Propantheline,2.56E-01,7.44E-01,1
DB00781,O=C1NC(CC(C)C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(C(O)C)C(=O)NCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CCCCC(CC)C)CCN)C(O)C)CCN)C(=O)NC(CCN)C(=O)NC1Cc1ccccc1,Polymyxin B Sulfate,3.94E-03,9.96E-01,1
DB00780,N(N)CCc1ccccc1,Phenelzine,9.89E-01,1.07E-02,0
DB00779,O=C1c2ccc(nc2N(C=C1C(O)=O)CC)C,Nalidixic Acid,9.98E-01,1.86E-03,0
DB00778,O1[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C(=NOCOCCOC)[C@@H](C[C@](O)(C)[C@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@](OC)(C2)C)[C@@H](C)C1=O)C,Roxithromycin,7.28E-01,2.72E-01,0
DB00777,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cc(cc2)C(=O)CC,Propiomazine,4.63E-01,5.37E-01,1
DB00776,O=C1Cc2c(N(c3c1cccc3)C(=O)N)cccc2,Oxcarbazepine,9.94E-01,6.31E-03,0
DB00775,S(=O)(=O)(N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(O)=O)CCCC,Tirofiban,6.11E-01,3.89E-01,0
DB00774,S(=O)(=O)(N)c1cc2S(=O)(=O)NCNc2cc1C(F)(F)F,Hydroflumethiazide,9.51E-01,4.90E-02,0
DB00773,O1C[C@H]2[C@@H]([C@@H](c3c(cc4OCOc4c3)[C@H]2O[C@@H]2O[C@H]3[C@@H](O[C@@H](OC3)C)[C@H](O)[C@H]2O)c2cc(OC)c(O)c(OC)c2)C1=O,Etoposide,8.68E-01,1.32E-01,0
DB00772,S(P(=S)(OC)OC)C(CC(OCC)=O)C(OCC)=O,Malathion,9.99E-01,1.23E-03,0
DB00771,O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1C2CC[N+](C1)(CC2)C,Clidinium,6.04E-01,3.96E-01,0
DB00770,O=C1C[C@@H](O)[C@H](C=C[C@@H](O)CCCCC)[C@H]1CCCCCCC(O)=O,Alprostadil,7.96E-01,2.04E-01,0
DB00769,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@]4(C[C@@H]3O)C)CCC2=C1)C,Hydrocortamate,8.42E-01,1.58E-01,0
DB00768,O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN(C)C,Olopatadine,1.30E-01,8.70E-01,1
DB00766,O\1[C@H]2N([C@@H](C(O)=O)/C/1=C/CO)C(=O)C2,Clavulanate,1.00E+00,6.41E-05,0
DB00765,Oc1ccc(cc1)C[C@](N)(C(O)=O)C,Metyrosine,9.97E-01,2.72E-03,0
DB00764,Cl[C@@]12[C@H]([C@@H]3C[C@@H](C)[C@](O)(C(=O)CCl)[C@]3(C[C@@H]1O)C)CCC1=CC(=O)C=C[C@@]12C,Mometasone,9.72E-01,2.84E-02,0
DB00763,S=C1NC=CN1C,Methimazole,9.51E-01,4.91E-02,0
DB00762,O1CC2=C(C=C3N(Cc4c3nc3c(cc(OC(=O)N5CCC(N6CCCCC6)CC5)cc3)c4CC)C2=O)[C@@](O)(CC)C1=O,Irinotecan,6.36E-01,3.64E-01,0
DB00761,[K+].[Cl-],Potassium Chloride,1.00E+00,5.02E-07,0
DB00760,S([C@H]1C[C@H](NC1)C(=O)N(C)C)C=1[C@@H]([C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C)C,Meropenem,9.99E-01,1.40E-03,0
DB00759,OC=1[C@@H](N(C)C)[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C=1C(=O)N)C(=O)c1c(cccc1O)[C@]3(O)C,Tetracycline,9.85E-01,1.54E-02,0
DB00758,Clc1ccccc1[C@H](N1CCc2sccc2C1)C(OC)=O,Clopidogrel,6.78E-01,3.22E-01,0
DB00757,O(C(=O)c1c2c([nH]c1)cccc2)C1CC2N3[C@@H](C1)CC(C2)C(=O)C3,Dolasetron,6.32E-01,3.68E-01,0
DB00756,Clc1c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c(O)c(Cl)cc1Cl,Hexachlorophene,2.06E-01,7.94E-01,1
DB00755,OC(=O)C=C(C=CC=C(C=CC=1C(CCCC=1C)(C)C)C)C,Tretinoin,9.08E-01,9.17E-02,0
DB00754,O=C1N(CC)C(=O)NC1c1ccccc1,Ethotoin,9.96E-01,4.17E-03,0
DB00753,ClC(OC(F)F)C(F)(F)F,Isoflurane,9.69E-01,3.09E-02,0
DB00752,N[C@@H]1CC1c1ccccc1,Tranylcypromine,9.87E-01,1.25E-02,0
DB00751,N12C(c3c(Cc4c1cccc4)cccc3)CN=C2N,Epinastine,7.89E-01,2.11E-01,0
DB00750,O=C(Nc1ccccc1C)C(NCCC)C,Prilocaine,9.55E-01,4.50E-02,0
DB00749,O1CCc2c([nH]c3c2cccc3CC)C1(CC(O)=O)CC,Etodolac,9.18E-01,8.15E-02,0
DB00748,Clc1ccc(cc1)C(OCCN(C)C)c1ncccc1,Carbinoxamine,4.52E-02,9.55E-01,1
DB00747,O1[C@H]2[C@H]3N([C@@H]([C@@H]12)CC(OC(=O)[C@H](CO)c1ccccc1)C3)C,Scopolamine,9.10E-01,8.99E-02,0
DB00746,O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,Deferoxamine,9.98E-01,1.64E-03,0
DB00745,S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N,Modafinil,9.96E-01,3.98E-03,0
DB00744,s1c2c(cc1C(N(O)C(=O)N)C)cccc2,Zileuton,9.66E-01,3.36E-02,0
DB00743,[Gd+3].O(Cc1ccccc1)CC(N(CCN(CCN(CC(=O)[O-])CC(O)=O)CC(=O)[O-])CC(O)=O)C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC,Gadobenate Dimeglumine,3.93E-11,1.00E+00,1
DB00742,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Mannitol,1.00E+00,4.71E-05,0
DB00741,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)CO)[C@]4(C[C@@H]3O)C)CCC2=C1)C,Hydrocortisone,9.92E-01,8.22E-03,0
DB00740,s1c2cc(OC(F)(F)F)ccc2nc1N,Riluzole,9.45E-01,5.51E-02,0
DB00739,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2N1C(=O)[C@H](NC1(C)C)c1ccccc1,Hetacillin,9.85E-01,1.45E-02,0
DB00738,O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N,Pentamidine,5.37E-01,4.63E-01,0
DB00737,Clc1ccc(cc1)C(N1CCN(CC1)Cc1cc(ccc1)C)c1ccccc1,Meclizine,7.41E-03,9.93E-01,1
DB00736,S(=O)(Cc1ncc(C)c(OC)c1C)c1[nH]c2c(n1)cc(OC)cc2,Esomeprazole,6.85E-01,3.15E-01,0
DB00735,N(Cc1c2c(ccc1)cccc2)(CC=Cc1ccccc1)C,Naftifine,1.98E-02,9.80E-01,1
DB00734,Fc1cc2onc(c2cc1)C1CCN(CC1)CCC=1C(=O)N2C(=NC=1C)CCCC2,Risperidone,1.00E-01,9.00E-01,1
DB00733,O\N=C\c1[n+](cccc1)C,Pralidoxime,9.99E-01,9.16E-04,0
DB00732,S(=O)(=O)([O-])c1ccccc1.S(=O)(=O)([O-])c1ccccc1.O(C)c1cc(ccc1OC)CC1[N+](CCc2c1cc(OC)c(OC)c2)(CCC(OCCCCCOC(=O)CC[N+]1(CCc2c(cc(OC)c(OC)c2)C1Cc1cc(OC)c(OC)cc1)C)=O)C,Atracurium besylate,2.36E-22,1.00E+00,1
DB00731,OC(=O)[C@H](NC(=O)C1CCC(CC1)C(C)C)Cc1ccccc1,Nateglinide,8.76E-01,1.24E-01,0
DB00730,s1cc(nc1)-c1[nH]c2c(n1)cccc2,Thiabendazole,9.71E-01,2.94E-02,0
DB00729,S(OC)(=O)(=O)[O-].[N+]1(CCC(CC1)=C(c1ccccc1)c1ccccc1)(C)C,Diphemanil Methylsulfate,6.04E-01,3.96E-01,0
DB00728,O1CCN(CC1)[C@H]1C[C@]2([C@H](C[C@@H]1O)CC[C@H]1[C@@H]3C[C@H]([N+]4(CCCC4)CC=C)[C@H](OC(=O)C)[C@]3(CC[C@@H]12)C)C,Rocuronium,5.94E-01,4.06E-01,0
DB00727,O([N+](=O)[O-])C(CO[N+](=O)[O-])CO[N+](=O)[O-],Nitroglycerin,9.85E-01,1.52E-02,0
DB00726,N(CC(CN1c2c(CCc3c1cccc3)cccc2)C)(C)C,Trimipramine,3.47E-02,9.65E-01,1
DB00725,[Br-].O(C(=O)C(O)c1ccccc1)C1CC2[N+](C(C1)CC2)(C)C,Homatropine Methylbromide,9.77E-01,2.25E-02,0
DB00724,n1c2c(c3n(cnc3c1N)CC(C)C)cccc2,Imiquimod,8.17E-01,1.83E-01,0
DB00723,O(C)c1ccc(OC)cc1C(O)C(N)C,Methoxamine,9.66E-01,3.42E-02,0
DB00722,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN,Lisinopril,9.86E-01,1.42E-02,0
DB00721,O(C(=O)c1ccc(N)cc1)CCN(CC)CC,Procaine,9.15E-01,8.46E-02,0
DB00720,ClC(Cl)(P(O)(O)=O)P(O)(O)=O,Clodronate,9.99E-01,5.91E-04,0
DB00719,n1c2c(CCc3c(cccc3)C2=C2CCN(CC2)C)ccc1,Azatadine,1.32E-01,8.68E-01,1
DB00718,P(OCOC(=O)C(C)(C)C)(OCOC(=O)C(C)(C)C)(=O)COCCn1c2ncnc(N)c2nc1,Adefovir Dipivoxil,8.59E-01,1.41E-01,0
DB00717,O=C1CC[C@@H]2[C@@H]3[C@H]([C@@H]4CC[C@@](O)(C#C)[C@]4(CC3)C)CCC2=C1,Norethisterone,8.67E-01,1.33E-01,0
DB00716,O1c2c(cc3c(N(CC)C(=CC3=O)C(O)=O)c2CCC)C(=O)C=C1C(O)=O,Nedocromil,9.95E-01,5.25E-03,0
DB00715,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1cc2OCOc2cc1,Paroxetine,2.52E-02,9.75E-01,1
DB00714,Oc1c-2c(C[C@H]3N(CCc4c3c-2ccc4)C)ccc1O,Apomorphine,7.91E-01,2.09E-01,0
